superclass_name_linked	superclass_iri	subclass_name	subclass_iri	Analysis	Recommended Mapping	Type of mapping issue	Status
anterior nucleus of hypothalamus central part	<http://purl.obolibrary.org/obo/UBERON_0014590>	anterior hypothalamic nucleus, central part	<https://purl.brain-bican.org/ontology/mbao/MBA_708>	OK			
anterior nucleus of hypothalamus dorsal part	<http://purl.obolibrary.org/obo/UBERON_0014592>	anterior hypothalamic nucleus, dorsal part	<https://purl.brain-bican.org/ontology/mbao/MBA_716>	OK			
anterior nucleus of hypothalamus posterior part	<http://purl.obolibrary.org/obo/UBERON_0014591>	posterior part of anterior hypothalamic nucleus	<https://purl.brain-bican.org/ontology/dmbao/DMBA_16240>	OK			
anterior nucleus of hypothalamus posterior part	<http://purl.obolibrary.org/obo/UBERON_0014591>	anterior hypothalamic nucleus, posterior part	<https://purl.brain-bican.org/ontology/mbao/MBA_724>	OK			
anterior occipital sulcus	<http://purl.obolibrary.org/obo/UBERON_0002906>	anterior occipital sulcus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034784>	OK			
anterior occipital sulcus	<http://purl.obolibrary.org/obo/UBERON_0002906>	anterior occipital sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_9385>	OK			
anterior olfactory nucleus	<http://purl.obolibrary.org/obo/UBERON_0002266>	anterior olfactory nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10308>	OK			
anterior olfactory nucleus	<http://purl.obolibrary.org/obo/UBERON_0002266>	anterior olfactory nucleus	<https://purl.brain-bican.org/ontology/hbao/HBA_4324>	OK			
anterior olfactory nucleus	<http://purl.obolibrary.org/obo/UBERON_0002266>	anterior olfactory nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_159>	OK			
anterior orbital gyrus	<http://purl.obolibrary.org/obo/UBERON_0022244>	anterior orbital gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4053>	OK			
anterior parahippocampal gyrus	<http://purl.obolibrary.org/obo/UBERON_0022383>	anterior parahippocampal gyrus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12163>	OK			
anterior paraventricular nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0000434>	anterior paraventricular nucleus of thalamus	<https://purl.brain-bican.org/ontology/dmbao/DMBA_16400>	OK			
anterior paraventricular nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0000434>	periventricular nucleus of the hypothalamus, anterior part	<https://purl.brain-bican.org/ontology/hbao/HBA_12906>	nok	periventricular nucleus of the hypothalamus (http://purl.obolibrary.org/obo/UBERON_0014667)	Add Term	
anterior paraventricular nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0000434>	periventricular hypothalamic nucleus, anterior part	https://purl.brain-bican.org/ontology/mbao/MBA_30	nok	periventricular nucleus of the hypothalamus (http://purl.obolibrary.org/obo/UBERON_0014667)	Add Term	Fixed, to add
anterior parolfactory sulcus	<http://purl.obolibrary.org/obo/UBERON_0002919>	rostral parolfactory sulcus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034824>	OK			
anterior perforated substance	<http://purl.obolibrary.org/obo/UBERON_0018141>	anterior perforated substance	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10642>	OK			
anterior pretectal nucleus	<http://purl.obolibrary.org/obo/UBERON_0034918>	anterior (ventral /principal) pretectal nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12187>	OK			
anterior segment of paracentral lobule	<http://purl.obolibrary.org/obo/UBERON_0035932>	paracentral lobule, anterior part	<https://purl.brain-bican.org/ontology/hbao/HBA_4071>	OK			
anterior spinocerebellar tract	<http://purl.obolibrary.org/obo/UBERON_0002987>	ventral spinocerebellar tract	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12801>	OK			
anterior spinocerebellar tract	<http://purl.obolibrary.org/obo/UBERON_0002987>	ventral spinocerebellar tract	<https://purl.brain-bican.org/ontology/dmbao/DMBA_17805>	OK			
anterior spinocerebellar tract	<http://purl.obolibrary.org/obo/UBERON_0002987>	ventral spinocerebellar tract	<https://purl.brain-bican.org/ontology/mbao/MBA_866>	OK			
anterior subcentral sulcus	<http://purl.obolibrary.org/obo/UBERON_0002672>	anterior subcentral sulcus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034788>	OK			
anterior tegmental nucleus	<http://purl.obolibrary.org/obo/UBERON_0010036>	anterior tegmental nucleus	<https://purl.brain-bican.org/ontology/dmbao/DMBA_17008>	OK			
anterior tegmental nucleus	<http://purl.obolibrary.org/obo/UBERON_0010036>	anterior tegmental nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_231>	OK			
anterior thalamic peduncle	<http://purl.obolibrary.org/obo/UBERON_0022237>	rostral thalamic peduncle	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441633>	OK			
anterior thalamic peduncle	<http://purl.obolibrary.org/obo/UBERON_0022237>	rostral thalamic peduncle	<https://purl.brain-bican.org/ontology/hbao/HBA_265505274>	OK			
anterior thalamic radiation	<http://purl.obolibrary.org/obo/UBERON_0034746>	anterior thalamic radiation	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12043>	OK			
anterior transverse temporal gyrus	<http://purl.obolibrary.org/obo/UBERON_0002773>	Heschl's gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4165>	OK			
anterodorsal nucleus of medial geniculate body	<http://purl.obolibrary.org/obo/UBERON_0014521>	anterodorsal nucleus of medial geniculate complex, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4446>	OK			
anterodorsal nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002679>	anterodorsal nucleus of thalamus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10393>	OK			
anterodorsal nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002679>	anterodorsal nucleus	<https://purl.brain-bican.org/ontology/dmbao/DMBA_16420>	OK			
anterodorsal nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002679>	anterodorsal nucleus of the thalamus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4398>	OK			
anterodorsal nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002679>	anterodorsal nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_64>	OK			
anterolateral visual area	<http://purl.obolibrary.org/obo/UBERON_0035894>	anterolateral visual area	<https://purl.brain-bican.org/ontology/mbao/MBA_402>	OK			
anterolateral visual area, layer 5	<http://purl.obolibrary.org/obo/UBERON_0035908>	anterolateral visual area, layer 5	<https://purl.brain-bican.org/ontology/mbao/MBA_233>	OK			
anteromedial nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002681>	anteromedial nucleus of thalamus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10394>	OK			
anteromedial nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002681>	anteromedial nucleus	<https://purl.brain-bican.org/ontology/dmbao/DMBA_16422>	OK			
anteromedial nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002681>	anteromedial nucleus of the thalamus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4396>	OK			
anteromedial nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002681>	anteromedial nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_127>	OK			
anteromedial visual area	<http://purl.obolibrary.org/obo/UBERON_0035893>	anteromedial visual area	<https://purl.brain-bican.org/ontology/mbao/MBA_394>	OK			
anteromedial visual area, layer 5	<http://purl.obolibrary.org/obo/UBERON_0035913>	anteromedial visual area, layer 5	<https://purl.brain-bican.org/ontology/mbao/MBA_433>	OK			
anteroventral cochlear nucleus	<http://purl.obolibrary.org/obo/UBERON_0002830>	ventral cochlear nucleus, rostral part	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12440>	OK			
anteroventral cochlear nucleus	<http://purl.obolibrary.org/obo/UBERON_0002830>	anteroventral cochlear nucleus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_9532>	OK			
anteroventral nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002685>	anteroventral nucleus of thalamus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10395>	OK			
anteroventral nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002685>	anteroventral nucleus	<https://purl.brain-bican.org/ontology/dmbao/DMBA_16421>	OK			
anteroventral nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002685>	anteroventral nucleus of the thalamus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4397>	OK			
anteroventral nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002685>	anteroventral nucleus of thalamus	<https://purl.brain-bican.org/ontology/mbao/MBA_255>	OK			
anteroventral periventricular nucleus	<http://purl.obolibrary.org/obo/UBERON_0002690>	anteroventral periventricular nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_13061>	OK			
anteroventral periventricular nucleus	<http://purl.obolibrary.org/obo/UBERON_0002690>	anteroventral periventricular nucleus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4550>	OK			
anteroventral periventricular nucleus	<http://purl.obolibrary.org/obo/UBERON_0002690>	anteroventral periventricular nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_272>	OK			
anteroventral preoptic nucleus	<http://purl.obolibrary.org/obo/UBERON_0035974>	anteroventral preoptic nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_263>	OK			
archicortex	<http://purl.obolibrary.org/obo/UBERON_0002961>	archicortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10293>	OK			
arcuate fasciculus	<http://purl.obolibrary.org/obo/UBERON_0035937>	arcuate fasciculus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10569>	OK			
arcuate fasciculus	<http://purl.obolibrary.org/obo/UBERON_0035937>	arcuate fasciculus	<https://purl.brain-bican.org/ontology/hbao/HBA_9231>	OK			
arcuate nucleus of hypothalamus	<http://purl.obolibrary.org/obo/UBERON_0001932>	arcuate nucleus of hypothalamus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10492>	OK			
arcuate nucleus of hypothalamus	<http://purl.obolibrary.org/obo/UBERON_0001932>	arcuate nucleus of the hypothalamus	<https://purl.brain-bican.org/ontology/hbao/HBA_12913>	OK			
arcuate nucleus of hypothalamus	<http://purl.obolibrary.org/obo/UBERON_0001932>	arcuate hypothalamic nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_223>	OK			
arcuate nucleus of medulla	<http://purl.obolibrary.org/obo/UBERON_0002865>	arcuate nucleus of medulla oblongata	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12536>	OK			
arcuate nucleus of medulla	<http://purl.obolibrary.org/obo/UBERON_0002865>	arcuate nucleus of medulla	<https://purl.brain-bican.org/ontology/hbao/HBA_9519>	OK			
area X of ventral lateral nucleus	<http://purl.obolibrary.org/obo/UBERON_0002687>	nucleus X (preaccessory cuneate nucleus)	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12653>	OK			
area postrema	<http://purl.obolibrary.org/obo/UBERON_0002162>	area postrema	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12807>	OK			
area postrema	<http://purl.obolibrary.org/obo/UBERON_0002162>	area postrema	<https://purl.brain-bican.org/ontology/hbao/HBA_9522>	OK			
area postrema	<http://purl.obolibrary.org/obo/UBERON_0002162>	area postrema	<https://purl.brain-bican.org/ontology/mbao/MBA_207>	OK			
auditory cortex	<http://purl.obolibrary.org/obo/UBERON_0001393>	auditory areas	<https://purl.brain-bican.org/ontology/mbao/MBA_247>	OK			
auditory radiation	<http://purl.obolibrary.org/obo/UBERON_0022262>	acoustic radiation	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441583>	OK			
auditory radiation	<http://purl.obolibrary.org/obo/UBERON_0022262>	acoustic radiation	<https://purl.brain-bican.org/ontology/hbao/HBA_265504974>	OK			
barrel cortex	<http://purl.obolibrary.org/obo/UBERON_0010415>	primary somatosensory area, barrel field	<https://purl.brain-bican.org/ontology/mbao/MBA_329>	OK			
basal amygdaloid nucleus	<http://purl.obolibrary.org/obo/UBERON_0002887>	basolateral nucleus	<https://purl.brain-bican.org/ontology/hbao/HBA_4341>	OK			
basal amygdaloid nucleus	<http://purl.obolibrary.org/obo/UBERON_0002887>	basolateral amygdalar nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_295>	OK			
basal forebrain	<http://purl.obolibrary.org/obo/UBERON_0002743>	basal forebrain	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10349>	OK			
basal forebrain	<http://purl.obolibrary.org/obo/UBERON_0002743>	basal forebrain	<https://purl.brain-bican.org/ontology/hbao/HBA_4300>	OK			
basal forebrain	<http://purl.obolibrary.org/obo/UBERON_0002743>	basal forebrain	<https://purl.brain-bican.org/ontology/pbao/PBA_128012976>	OK			
basal ganglion	<http://purl.obolibrary.org/obo/UBERON_0002420>	basal nuclei (basal ganglia)	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10332>	OK			
basal nucleus of telencephalon	<http://purl.obolibrary.org/obo/UBERON_0010010>	basal nucleus of Meynert	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10353>	gen	basal nucleus of Meynert (http://purl.obolibrary.org/obo/UBERON_0010010)	Add Term	
basal nucleus of telencephalon	<http://purl.obolibrary.org/obo/UBERON_0010010>	basal nucleus of meynert, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4308>	gen	basal nucleus of Meynert (http://purl.obolibrary.org/obo/UBERON_0010010)	Add Term	
basal nucleus of telencephalon	<http://purl.obolibrary.org/obo/UBERON_0010010>	basal nucleus of Meynert	<https://purl.brain-bican.org/ontology/pbao/PBA_10141>	gen	basal nucleus of Meynert (http://purl.obolibrary.org/obo/UBERON_0010010)	Add Term	
basal part of pons	<http://purl.obolibrary.org/obo/UBERON_0002567>	basilar part of pons	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12405>	OK			
basal part of pons	<http://purl.obolibrary.org/obo/UBERON_0002567>	basal part of pons	<https://purl.brain-bican.org/ontology/hbao/HBA_9132>	OK			
basal ventral medial nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0034993>	basal ventral medial nucleus of the thalamus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4427>	OK			
basolateral amygdaloid nuclear complex	<http://purl.obolibrary.org/obo/UBERON_0006107>	basolateral nuclear group	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10366>	OK			
basolateral amygdaloid nuclear complex	<http://purl.obolibrary.org/obo/UBERON_0006107>	basolateral nuclear complex	<https://purl.brain-bican.org/ontology/pbao/PBA_128012678>	OK			
bed nucleus of stria terminalis	<http://purl.obolibrary.org/obo/UBERON_0001880>	bed nucleus of stria terminalis	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10384>	OK			
bed nucleus of stria terminalis	<http://purl.obolibrary.org/obo/UBERON_0001880>	bed  nucleus of stria terminalis, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4313>	OK			
bed nucleus of stria terminalis	<http://purl.obolibrary.org/obo/UBERON_0001880>	bed nuclei of the stria terminalis	<https://purl.brain-bican.org/ontology/mbao/MBA_351>	OK			
bed nucleus of the accessory olfactory tract	<http://purl.obolibrary.org/obo/UBERON_0035977>	bed nucleus of the accessory olfactory tract	<https://purl.brain-bican.org/ontology/mbao/MBA_292>	OK			
body of caudate nucleus	<http://purl.obolibrary.org/obo/UBERON_0002630>	body of caudate	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10336>	OK			
body of caudate nucleus	<http://purl.obolibrary.org/obo/UBERON_0002630>	body of the caudate nucleus	<https://purl.brain-bican.org/ontology/hbao/HBA_12899>	OK			
body of corpus callosum	<http://purl.obolibrary.org/obo/UBERON_0015510>	body of corpus callosum	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10564>	OK			
body of corpus callosum	<http://purl.obolibrary.org/obo/UBERON_0015510>	body of the corpus callosum	<https://purl.brain-bican.org/ontology/hbao/HBA_9224>	OK			
body of fornix	<http://purl.obolibrary.org/obo/UBERON_0004680>	column of the fornix	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10577>	Verify	column of fornix (http://purl.obolibrary.org/obo/UBERON_0004680)	Add Term	
body of fornix	<http://purl.obolibrary.org/obo/UBERON_0004680>	body of the fornix	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10578>	OK			
body of fornix	<http://purl.obolibrary.org/obo/UBERON_0004680>	body of the fornix, left	<https://purl.brain-bican.org/ontology/hbao/HBA_9252>	OK			
body of fornix	<http://purl.obolibrary.org/obo/UBERON_0004680>	columns of the fornix	https://purl.brain-bican.org/ontology/mbao/MBA_436	Verify	column of fornix (http://purl.obolibrary.org/obo/UBERON_0004680)	Add Term	Verified
body of lateral ventricle	<http://purl.obolibrary.org/obo/UBERON_0002655>	body of lateral ventricle	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10598>	OK			
brachium of inferior colliculus	<http://purl.obolibrary.org/obo/UBERON_0003025>	brachium of inferior colliculus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12327>	OK			
brachium of inferior colliculus	<http://purl.obolibrary.org/obo/UBERON_0003025>	brachium of inferior colliculus	<https://purl.brain-bican.org/ontology/dmbao/DMBA_17753>	OK			
brachium of inferior colliculus	<http://purl.obolibrary.org/obo/UBERON_0003025>	brachium of the inferior colliculus	<https://purl.brain-bican.org/ontology/hbao/HBA_265505386>	OK			
brachium of inferior colliculus	<http://purl.obolibrary.org/obo/UBERON_0003025>	brachium of the inferior colliculus	<https://purl.brain-bican.org/ontology/mbao/MBA_482>	OK			
brachium of superior colliculus	<http://purl.obolibrary.org/obo/UBERON_0002580>	brachium of superior colliculus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12328>	OK			
brachium of superior colliculus	<http://purl.obolibrary.org/obo/UBERON_0002580>	brachium of the superior colliculus	<https://purl.brain-bican.org/ontology/hbao/HBA_265505398>	OK			
brachium of superior colliculus	<http://purl.obolibrary.org/obo/UBERON_0002580>	brachium of the superior colliculus	<https://purl.brain-bican.org/ontology/mbao/MBA_916>	OK			
brain	<http://purl.obolibrary.org/obo/UBERON_0000955>	brain	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10155>	OK			
brain	<http://purl.obolibrary.org/obo/UBERON_0000955>	brain	<https://purl.brain-bican.org/ontology/hbao/HBA_4005>	OK			
brain	<http://purl.obolibrary.org/obo/UBERON_0000955>	basic cell groups and regions	<https://purl.brain-bican.org/ontology/mbao/MBA_8>	OK			
brain	<http://purl.obolibrary.org/obo/UBERON_0000955>	root	<https://purl.brain-bican.org/ontology/mbao/MBA_997>	OK			
brain	<http://purl.obolibrary.org/obo/UBERON_0000955>	brain	<https://purl.brain-bican.org/ontology/pbao/PBA_3999>	OK			
brain commissure	<http://purl.obolibrary.org/obo/UBERON_0005970>	cerebellar commissure	https://purl.brain-bican.org/ontology/dmbao/DMBA_17754	gen	cerebellar commissure (http://purl.obolibrary.org/obo/UBERON_0006847)		Verified 
brain commissure	<http://purl.obolibrary.org/obo/UBERON_0005970>	cerebellar commissure	https://purl.brain-bican.org/ontology/mbao/MBA_744	gen	cerebellar commissure (http://purl.obolibrary.org/obo/UBERON_0006847)		Verified 
brain commissure	<http://purl.obolibrary.org/obo/UBERON_0005970>	ventral commissure of the spinal cord	https://purl.brain-bican.org/ontology/mbao/MBA_858	gen	ventral commissure of the spinal cord (http://purl.obolibrary.org/obo/UBERON_0004170)	Add Term	Verified 
